CustomerID,BankID,CustomerName,Gender,Age,CustomerSegment,Occupation,AnnualIncome,City,State,Country,AccountOpeningDate,CustomerRiskScore,RiskCategory
C001411,3,Olivia Brown,Female,65,Mass Market,Consultant,57735,Dallas,Texas,USA,2025-02-20,95,High
C001412,6,Arjun Gupta,Female,66,Affluent,Business Owner,35396,Manchester,England,UK,2022-03-04,43,High
C001413,7,Riley Clark,Male,34,Mass Market,Engineer,41642,Berlin,Berlin,Germany,2020-11-05,5,Medium
C001414,10,Noah Moore,Other,54,Business,Business Owner,73445,Delhi,Delhi,India,2017-04-21,54,Low
C001415,8,Vikram Brown,Female,70,Mass Market,Consultant,28800,Bengaluru,Karnataka,India,2017-01-01,26,Low
C001416,7,Emma Sharma,Male,51,Mass Market,Retired,74485,Berlin,Berlin,Germany,2015-04-03,43,Medium
C001417,10,Arjun Moore,Female,38,Mass Market,Engineer,39145,Ahmedabad,Gujarat,India,2021-06-11,71,Medium
C001418,5,Sam Wilson,Other,53,Mass Market,Employee,72523,Liverpool,England,UK,2020-05-27,11,Low
C001419,10,Vikram Patel,Female,33,Premium,Employee,250826,Mumbai,Maharashtra,India,2023-09-17,35,Low
C001420,4,Olivia Sharma,Female,59,Business,Business Owner,21340,San Francisco,California,USA,2025-06-30,64,Medium
C001421,2,Vikram Lee,Other,58,Business,Employee,84548,Miami,Florida,USA,2021-12-07,90,High
C001422,5,Alex Patel,Male,69,Business,Engineer,69495,Leeds,England,UK,2019-08-06,32,Low
C001423,2,Neha Smith,Other,21,Premium,Engineer,38882,New York,New York,USA,2024-10-13,32,Low
C001424,2,Avery Williams,Male,24,Mass Market,Other,34082,Seattle,Washington,USA,2025-09-04,70,Low
C001425,9,Daniel Sharma,Other,26,Affluent,Retired,72988,Ahmedabad,Gujarat,India,2024-04-08,34,Low
C001426,8,Chris Thomas,Male,64,Affluent,Healthcare,148596,Pune,Maharashtra,India,2020-03-30,60,High
C001427,3,Jamie Thomas,Female,45,Premium,Manager,70914,Seattle,Washington,USA,2022-10-10,69,High
C001428,9,Chris Wilson,Other,29,Premium,Business Owner,91880,Hyderabad,Telangana,India,2016-01-04,78,Low
C001429,1,Rahul Thomas,Female,27,Business,Manager,35036,Miami,Florida,USA,2018-03-03,29,Low
C001430,3,Chris Sharma,Male,62,Premium,Business Owner,18511,New York,New York,USA,2023-08-23,7,Medium
C001431,8,Chris Patel,Other,58,Business,Manager,78967,Bengaluru,Karnataka,India,2020-03-14,48,Medium
C001432,4,Jordan Iyer,Female,66,Business,Consultant,109664,Miami,Florida,USA,2024-04-23,21,Low
C001433,8,Casey Smith,Other,69,Affluent,Consultant,24402,Kolkata,West Bengal,India,2020-05-12,87,Medium
C001434,9,Olivia Moore,Female,27,Business,Engineer,55547,Kolkata,West Bengal,India,2021-05-19,24,Medium
C001435,1,Jamie Martin,Male,25,Premium,Manager,34168,Houston,Texas,USA,2015-07-07,61,Low
C001436,1,Emma Lee,Male,38,Business,Business Owner,32597,San Francisco,California,USA,2020-04-18,28,Medium
C001437,10,Noah Sharma,Male,49,Affluent,Student,18000,Chennai,Tamil Nadu,India,2016-02-21,25,Low
C001438,6,Priya Kumar,Male,69,Affluent,Consultant,132188,Manchester,England,UK,2015-01-10,18,Medium
C001439,6,Vikram Brown,Other,21,Mass Market,Consultant,69041,Birmingham,England,UK,2021-02-23,24,Low
C001440,5,Riley Davis,Male,58,Mass Market,Student,144769,Manchester,England,UK,2017-03-30,82,Medium
C001441,5,Alex Johnson,Female,38,Premium,Engineer,36829,London,England,UK,2019-09-30,42,High
C001442,7,Morgan Kumar,Female,32,Affluent,Student,221729,Hamburg,Hamburg,Germany,2015-11-26,39,Medium
C001443,6,Olivia Taylor,Other,48,Mass Market,Engineer,37228,Birmingham,England,UK,2018-04-28,68,Low
C001444,2,Avery Martin,Other,48,Mass Market,Other,155310,Dallas,Texas,USA,2022-03-31,36,Low
C001445,7,Sam Clark,Other,44,Affluent,Employee,35674,Berlin,Berlin,Germany,2022-06-22,70,Medium
C001446,7,Chris Taylor,Female,26,Premium,Manager,18000,Cologne,North Rhine-Westphalia,Germany,2016-09-13,94,Low
C001447,2,Chris Brown,Male,46,Premium,Engineer,42434,New York,New York,USA,2023-04-06,41,Low
C001448,4,Jordan Taylor,Female,43,Business,Healthcare,117207,San Francisco,California,USA,2015-02-26,63,High
C001449,8,Emma Singh,Other,64,Premium,Retired,184546,Bengaluru,Karnataka,India,2025-07-11,83,Medium
C001450,7,Sam Clark,Other,68,Mass Market,Other,143873,Frankfurt,Hesse,Germany,2023-09-06,19,Low
C001451,2,Jamie Lee,Male,62,Affluent,Business Owner,63387,Seattle,Washington,USA,2024-04-30,54,Low
C001452,1,Taylor Thomas,Male,74,Business,Retired,99073,San Francisco,California,USA,2016-03-20,55,Low
C001453,6,Rahul Iyer,Other,36,Business,Manager,116771,Manchester,England,UK,2023-06-16,34,High
C001454,5,Priya Gupta,Male,61,Business,Engineer,76335,Birmingham,England,UK,2016-07-23,72,Low
C001455,10,Emma Taylor,Male,61,Mass Market,Consultant,109027,Pune,Maharashtra,India,2022-05-02,67,Medium
C001456,6,Arjun Singh,Female,60,Premium,Student,26430,London,England,UK,2021-01-27,34,Low
C001457,10,Rahul Williams,Other,43,Affluent,Employee,73307,Chennai,Tamil Nadu,India,2017-02-11,95,Low
C001458,3,Neha Moore,Female,56,Mass Market,Engineer,18000,Houston,Texas,USA,2015-01-09,47,Low
C001459,5,Sam Davis,Male,61,Business,Consultant,31973,London,England,UK,2018-07-30,64,Medium
C001460,2,Morgan Davis,Male,27,Premium,Healthcare,117185,Dallas,Texas,USA,2017-03-26,42,High
C001461,6,Riley Williams,Male,36,Premium,Other,42654,Liverpool,England,UK,2018-05-21,10,Low
C001462,2,Ananya Sharma,Female,22,Premium,Other,208657,Los Angeles,California,USA,2024-09-26,33,Low
C001463,5,Taylor Anderson,Female,28,Premium,Employee,20573,Leeds,England,UK,2018-04-06,17,Medium
C001464,4,Riley Davis,Other,32,Mass Market,Engineer,100924,Los Angeles,California,USA,2022-08-15,51,High
C001465,2,Emma Gupta,Other,59,Premium,Employee,64047,Los Angeles,California,USA,2020-11-23,46,Medium
C001466,1,Ananya Davis,Other,45,Mass Market,Engineer,62444,San Francisco,California,USA,2019-09-11,19,Low
C001467,6,Casey Davis,Other,34,Premium,Manager,73000,Manchester,England,UK,2020-08-24,64,Low
C001468,10,Arjun Wilson,Female,22,Premium,Engineer,32645,Delhi,Delhi,India,2024-01-09,31,Low
C001469,2,Taylor Johnson,Other,22,Mass Market,Manager,113282,San Francisco,California,USA,2024-07-31,17,Low
C001470,5,Rahul Patel,Male,72,Affluent,Engineer,45040,Liverpool,England,UK,2022-01-25,83,Medium
C001471,3,Taylor Lee,Female,75,Affluent,Healthcare,101491,Seattle,Washington,USA,2022-11-13,78,Low
C001472,9,Chris Martin,Other,30,Business,Employee,36858,Ahmedabad,Gujarat,India,2022-08-26,82,Low
C001473,5,Avery Lee,Male,43,Mass Market,Consultant,31119,Liverpool,England,UK,2021-04-26,56,High
C001474,10,Neha Martin,Male,25,Premium,Manager,372125,Delhi,Delhi,India,2021-10-04,41,High
C001475,3,Daniel Iyer,Other,52,Affluent,Consultant,101085,Dallas,Texas,USA,2016-05-30,15,Low
C001476,1,Rahul Patel,Female,36,Mass Market,Engineer,58681,New York,New York,USA,2017-08-11,68,Low
C001477,6,Emma Wilson,Female,46,Mass Market,Engineer,32156,Manchester,England,UK,2020-02-28,61,Low
C001478,7,Vikram Sharma,Female,42,Business,Consultant,32403,Hamburg,Hamburg,Germany,2021-07-27,35,Medium
C001479,10,Alex Miller,Male,63,Premium,Healthcare,44309,Kolkata,West Bengal,India,2016-08-18,22,Low
C001480,9,Morgan Iyer,Other,69,Mass Market,Employee,67472,Chennai,Tamil Nadu,India,2020-04-05,55,Medium
C001481,9,Arjun Williams,Female,72,Mass Market,Student,47385,Bengaluru,Karnataka,India,2021-12-29,11,High
C001482,7,Olivia Thomas,Male,33,Premium,Healthcare,25503,Munich,Bavaria,Germany,2015-11-11,65,Low
C001483,4,Arjun Moore,Other,35,Business,Healthcare,103589,Miami,Florida,USA,2024-04-20,74,Low
C001484,5,Morgan Kumar,Male,39,Premium,Consultant,45979,Manchester,England,UK,2020-10-09,64,High
C001485,2,Sam Iyer,Female,68,Mass Market,Student,80646,Houston,Texas,USA,2019-02-10,72,Low
C001486,5,Morgan Singh,Male,36,Affluent,Other,90147,Birmingham,England,UK,2022-01-29,31,Low
C001487,4,Alex Taylor,Female,75,Business,Healthcare,193497,Los Angeles,California,USA,2017-06-12,51,Low
C001488,1,Jamie Sharma,Male,49,Premium,Consultant,41721,Los Angeles,California,USA,2022-08-27,69,Critical
C001489,3,Chris Smith,Male,29,Mass Market,Retired,69576,Seattle,Washington,USA,2023-08-22,21,Medium
C001490,6,Emma Brown,Male,70,Mass Market,Consultant,29890,Birmingham,England,UK,2022-03-30,85,Low
C001491,4,Casey Brown,Female,58,Business,Business Owner,76058,San Francisco,California,USA,2016-04-18,72,Medium
C001492,10,Sam Thomas,Other,43,Mass Market,Business Owner,54469,Mumbai,Maharashtra,India,2020-12-11,64,Low
C001493,5,Riley Wilson,Female,26,Business,Consultant,159435,Birmingham,England,UK,2025-02-09,10,Low
C001494,10,Chris Patel,Female,44,Business,Healthcare,52792,Kolkata,West Bengal,India,2020-04-15,80,Low
C001495,7,Taylor Patel,Male,27,Business,Manager,57885,Berlin,Berlin,Germany,2018-11-07,7,Medium
C001496,1,Neha Gupta,Male,47,Mass Market,Other,109255,Los Angeles,California,USA,2017-12-17,74,Medium
C001497,3,Riley Sharma,Male,38,Affluent,Other,72702,Chicago,Illinois,USA,2018-03-10,87,Low
C001498,8,Olivia Patel,Other,32,Business,Engineer,61847,Ahmedabad,Gujarat,India,2020-07-12,62,Medium
C001499,6,Morgan Davis,Other,71,Business,Manager,39109,London,England,UK,2016-01-29,85,Low
C001500,4,Jordan Sharma,Female,74,Affluent,Consultant,113507,San Francisco,California,USA,2019-01-01,48,Medium
C001501,6,Riley Wilson,Female,75,Affluent,Manager,83520,London,England,UK,2023-05-25,80,Medium
C001502,10,Jamie Johnson,Other,24,Affluent,Student,32330,Bengaluru,Karnataka,India,2021-04-18,48,Low
C001503,4,Jamie Thomas,Other,49,Affluent,Manager,68168,Miami,Florida,USA,2016-06-02,54,Low
C001504,1,Olivia Williams,Male,33,Affluent,Manager,94280,Los Angeles,California,USA,2024-01-18,93,High
C001505,4,Chris Gupta,Male,29,Business,Retired,172053,Los Angeles,California,USA,2020-05-18,64,Medium
C001506,10,Chris Kumar,Female,37,Premium,Employee,46621,Pune,Maharashtra,India,2018-07-17,40,High
C001507,8,Emma Johnson,Other,67,Premium,Retired,79957,Hyderabad,Telangana,India,2020-07-01,19,High
C001508,9,Chris Miller,Other,50,Business,Consultant,21869,Delhi,Delhi,India,2025-12-14,40,Medium
C001509,10,Morgan Singh,Other,71,Mass Market,Healthcare,85190,Delhi,Delhi,India,2020-03-20,66,Low
C001510,2,Morgan Taylor,Female,29,Business,Retired,38162,Houston,Texas,USA,2017-07-29,37,High
C001511,3,Alex Iyer,Other,50,Business,Engineer,70728,San Francisco,California,USA,2020-04-23,92,Medium
C001512,1,Priya Singh,Female,48,Business,Student,61429,Houston,Texas,USA,2025-06-27,60,Critical
C001513,1,Neha Brown,Other,35,Premium,Student,350139,Chicago,Illinois,USA,2019-12-10,62,Low
C001514,9,Emma Thomas,Female,29,Premium,Business Owner,37174,Chennai,Tamil Nadu,India,2020-12-02,14,Low
C001515,10,Chris Davis,Other,41,Affluent,Manager,31211,Hyderabad,Telangana,India,2015-01-26,32,Low
C001516,2,Taylor Thomas,Other,72,Business,Other,64261,Chicago,Illinois,USA,2024-03-04,61,Low
C001517,8,Arjun Anderson,Male,75,Mass Market,Retired,131526,Pune,Maharashtra,India,2022-12-05,41,Medium
C001518,6,Rahul Kumar,Other,45,Affluent,Employee,149731,Leeds,England,UK,2015-09-05,18,High
C001519,1,Rahul Miller,Female,28,Mass Market,Retired,69719,Los Angeles,California,USA,2015-04-14,23,Low
C001520,10,Priya Lee,Other,24,Affluent,Consultant,35494,Hyderabad,Telangana,India,2020-12-13,92,Low
C001521,9,Vikram Thomas,Male,21,Mass Market,Business Owner,76211,Mumbai,Maharashtra,India,2021-11-17,5,Low
C001522,6,Priya Davis,Male,61,Premium,Retired,266839,Liverpool,England,UK,2015-03-17,49,Medium
C001523,8,Olivia Taylor,Female,60,Affluent,Other,169099,Ahmedabad,Gujarat,India,2018-02-06,73,Low
C001524,4,Vikram Johnson,Male,31,Business,Retired,116311,San Francisco,California,USA,2018-03-15,80,Low
C001525,8,Riley Gupta,Female,58,Affluent,Student,169438,Chennai,Tamil Nadu,India,2020-11-22,17,Low
C001526,5,Neha Clark,Male,50,Business,Business Owner,61013,London,England,UK,2024-12-17,42,Medium
C001527,10,Jamie Martin,Female,40,Affluent,Manager,464848,Delhi,Delhi,India,2023-10-21,65,Low
C001528,1,Jordan Clark,Male,40,Premium,Employee,44331,Los Angeles,California,USA,2020-06-03,81,Low
C001529,2,Emma Singh,Other,73,Mass Market,Student,44846,New York,New York,USA,2020-12-12,20,High
C001530,10,Olivia Martin,Female,66,Business,Consultant,31109,Chennai,Tamil Nadu,India,2016-05-17,56,Low
C001531,3,Taylor Wilson,Other,56,Premium,Business Owner,108245,Dallas,Texas,USA,2016-04-12,58,Low
C001532,4,Chris Singh,Other,41,Affluent,Healthcare,39979,Seattle,Washington,USA,2024-01-21,5,Low
C001533,8,Ananya Smith,Female,62,Business,Business Owner,44954,Pune,Maharashtra,India,2016-08-30,68,Low
C001534,2,Vikram Taylor,Female,30,Mass Market,Consultant,57962,Dallas,Texas,USA,2018-02-17,87,High
C001535,6,Casey Martin,Other,43,Mass Market,Employee,127327,Birmingham,England,UK,2015-04-02,67,High
C001536,3,Morgan Johnson,Female,28,Premium,Business Owner,42843,Los Angeles,California,USA,2020-10-07,32,Low
C001537,2,Jordan Brown,Male,33,Business,Business Owner,236252,San Francisco,California,USA,2020-03-03,53,Low
C001538,10,Arjun Miller,Male,24,Business,Other,222362,Delhi,Delhi,India,2022-02-18,47,High
C001539,2,Taylor Patel,Male,30,Affluent,Consultant,149185,New York,New York,USA,2017-01-13,74,Low
C001540,1,Neha Davis,Other,61,Premium,Business Owner,87822,New York,New York,USA,2015-04-28,37,Low
C001541,7,Casey Thomas,Female,48,Mass Market,Engineer,163246,Cologne,North Rhine-Westphalia,Germany,2019-07-03,93,Low
C001542,9,Arjun Thomas,Female,50,Affluent,Manager,61027,Kolkata,West Bengal,India,2025-05-22,40,High
C001543,2,Jordan Iyer,Other,50,Affluent,Healthcare,48786,New York,New York,USA,2020-06-06,64,High
C001544,8,Morgan Singh,Female,32,Affluent,Consultant,41023,Chennai,Tamil Nadu,India,2021-09-13,52,Medium
C001545,6,Chris Davis,Other,57,Premium,Employee,96499,Leeds,England,UK,2018-11-25,94,Low
C001546,9,Morgan Gupta,Female,23,Premium,Student,18000,Pune,Maharashtra,India,2023-02-20,66,Medium
C001547,2,Ananya Williams,Female,62,Premium,Engineer,22518,Chicago,Illinois,USA,2017-08-06,39,Low
C001548,10,Riley Johnson,Male,39,Premium,Engineer,18000,Mumbai,Maharashtra,India,2022-01-31,88,Critical
C001549,7,Priya Williams,Male,33,Business,Consultant,67492,Berlin,Berlin,Germany,2015-02-22,50,Low
C001550,9,Vikram Wilson,Female,72,Affluent,Healthcare,80550,Chennai,Tamil Nadu,India,2016-11-27,9,High
C001551,4,Emma Davis,Female,40,Affluent,Healthcare,92147,Los Angeles,California,USA,2017-03-08,13,Medium
C001552,10,Jamie Clark,Other,62,Premium,Engineer,42117,Hyderabad,Telangana,India,2021-08-06,61,High
C001553,7,Emma Lee,Female,33,Premium,Retired,113345,Hamburg,Hamburg,Germany,2025-09-30,7,Medium
C001554,2,Riley Taylor,Other,37,Affluent,Engineer,63461,Chicago,Illinois,USA,2017-11-28,93,Medium
C001555,10,Noah Patel,Other,70,Business,Consultant,36006,Delhi,Delhi,India,2023-06-11,58,Medium
C001556,8,Morgan Lee,Male,35,Business,Manager,57644,Hyderabad,Telangana,India,2018-09-25,25,Low
C001557,4,Casey Martin,Other,57,Business,Employee,47405,Houston,Texas,USA,2024-10-18,22,Low
C001558,6,Olivia Singh,Male,21,Premium,Engineer,43731,Liverpool,England,UK,2023-04-09,57,Medium
C001559,4,Casey Brown,Male,21,Affluent,Healthcare,114921,Houston,Texas,USA,2018-07-18,92,Medium
C001560,6,Alex Martin,Male,54,Mass Market,Retired,36353,Manchester,England,UK,2021-11-07,94,Medium
C001561,10,Jamie Miller,Other,53,Mass Market,Retired,49217,Delhi,Delhi,India,2020-08-11,67,Low
C001562,9,Casey Williams,Female,44,Affluent,Manager,39554,Bengaluru,Karnataka,India,2025-11-04,15,High
C001563,3,Emma Williams,Male,59,Mass Market,Business Owner,34280,New York,New York,USA,2015-09-06,81,Low
C001564,10,Daniel Miller,Other,71,Mass Market,Consultant,119403,Mumbai,Maharashtra,India,2025-02-11,70,Medium
C001565,5,Neha Iyer,Male,69,Business,Business Owner,282633,Leeds,England,UK,2021-02-13,35,Low
C001566,8,Jamie Singh,Male,45,Business,Employee,171510,Delhi,Delhi,India,2015-08-11,32,Critical
C001567,8,Emma Taylor,Male,41,Affluent,Employee,31862,Hyderabad,Telangana,India,2022-05-31,57,Low
C001568,5,Arjun Gupta,Other,69,Affluent,Other,82709,Liverpool,England,UK,2022-02-27,87,Low
C001569,5,Jamie Martin,Male,61,Affluent,Manager,55560,Leeds,England,UK,2019-12-17,62,Low
C001570,5,Ananya Singh,Male,39,Business,Retired,43847,Manchester,England,UK,2025-09-06,50,Critical
C001571,9,Arjun Gupta,Other,64,Mass Market,Employee,161480,Pune,Maharashtra,India,2015-09-19,63,Low
C001572,4,Sam Lee,Male,47,Mass Market,Engineer,224243,Seattle,Washington,USA,2017-01-11,47,Low
C001573,3,Alex Anderson,Female,58,Mass Market,Engineer,110286,New York,New York,USA,2021-09-03,47,Low
C001574,4,Daniel Williams,Other,71,Business,Engineer,157247,New York,New York,USA,2022-01-14,26,Low
C001575,2,Olivia Davis,Male,69,Premium,Consultant,72831,New York,New York,USA,2019-03-30,77,Critical
C001576,4,Arjun Williams,Female,29,Mass Market,Other,35987,Miami,Florida,USA,2016-07-31,48,Low
C001577,2,Daniel Taylor,Other,74,Affluent,Student,23825,Houston,Texas,USA,2022-06-26,58,Low
C001578,1,Riley Wilson,Male,57,Premium,Business Owner,91345,Miami,Florida,USA,2016-07-28,75,Low
C001579,8,Chris Miller,Male,42,Business,Other,71483,Bengaluru,Karnataka,India,2016-05-23,22,Low
C001580,1,Jamie Brown,Female,28,Affluent,Student,68730,Seattle,Washington,USA,2018-07-15,23,Medium
C001581,6,Noah Patel,Male,28,Affluent,Engineer,89782,Birmingham,England,UK,2015-08-08,17,Medium
C001582,8,Avery Brown,Male,59,Business,Business Owner,35386,Chennai,Tamil Nadu,India,2016-04-30,72,Low
C001583,8,Daniel Iyer,Other,34,Mass Market,Other,57655,Kolkata,West Bengal,India,2016-05-23,28,Medium
C001584,5,Casey Sharma,Other,23,Mass Market,Other,47348,Birmingham,England,UK,2019-04-25,36,Low
C001585,2,Emma Moore,Female,35,Business,Business Owner,74307,Miami,Florida,USA,2018-10-26,91,Low
C001586,10,Noah Brown,Other,22,Premium,Retired,125318,Delhi,Delhi,India,2025-08-23,41,Medium
C001587,9,Arjun Taylor,Female,44,Mass Market,Retired,69993,Pune,Maharashtra,India,2022-10-11,88,Low
C001588,7,Priya Smith,Male,56,Mass Market,Consultant,154069,Cologne,North Rhine-Westphalia,Germany,2016-08-12,17,Medium
C001589,1,Jamie Moore,Other,35,Affluent,Manager,116824,Houston,Texas,USA,2023-04-04,34,Low
C001590,1,Emma Patel,Male,28,Mass Market,Manager,22000,Dallas,Texas,USA,2025-08-26,57,Medium
C001591,4,Arjun Davis,Other,66,Affluent,Retired,50614,Miami,Florida,USA,2016-02-10,59,Low
C001592,2,Rahul Williams,Other,27,Affluent,Employee,37265,San Francisco,California,USA,2019-01-18,23,High
C001593,9,Morgan Iyer,Male,52,Business,Engineer,128015,Mumbai,Maharashtra,India,2017-11-22,85,Low
C001594,3,Noah Brown,Male,67,Premium,Employee,105518,Seattle,Washington,USA,2022-01-21,78,Critical
C001595,3,Avery Miller,Other,37,Mass Market,Engineer,28313,Seattle,Washington,USA,2023-08-30,10,Critical
C001596,10,Olivia Taylor,Female,67,Mass Market,Other,38876,Mumbai,Maharashtra,India,2021-08-20,82,Medium
C001597,9,Avery Gupta,Female,22,Affluent,Engineer,27580,Mumbai,Maharashtra,India,2022-05-09,91,Low
C001598,3,Taylor Clark,Other,26,Mass Market,Engineer,59594,San Francisco,California,USA,2015-08-15,10,Critical
C001599,4,Emma Thomas,Other,58,Affluent,Employee,81783,Los Angeles,California,USA,2025-11-02,95,Low
C001600,6,Sam Clark,Female,30,Mass Market,Consultant,46084,Leeds,England,UK,2022-10-03,52,Critical
C001601,7,Olivia Kumar,Male,46,Premium,Retired,92874,Frankfurt,Hesse,Germany,2015-06-19,58,Medium
C001602,10,Taylor Thomas,Female,70,Business,Engineer,54822,Pune,Maharashtra,India,2019-11-06,79,Low
C001603,9,Morgan Johnson,Other,55,Affluent,Business Owner,130195,Hyderabad,Telangana,India,2017-06-14,14,Medium
C001604,10,Alex Lee,Female,53,Premium,Engineer,101892,Delhi,Delhi,India,2024-10-10,88,Low
C001605,1,Noah Martin,Male,54,Mass Market,Retired,29138,Los Angeles,California,USA,2015-11-25,41,Low
C001606,3,Vikram Singh,Female,74,Business,Retired,18240,Seattle,Washington,USA,2017-11-06,95,Low
C001607,6,Priya Wilson,Male,54,Business,Student,105723,Manchester,England,UK,2020-01-11,94,High
C001608,1,Olivia Anderson,Other,36,Affluent,Business Owner,95775,Los Angeles,California,USA,2015-06-30,5,Low
C001609,4,Jordan Williams,Male,68,Premium,Employee,72558,Chicago,Illinois,USA,2019-06-21,45,Low
C001610,2,Neha Gupta,Other,29,Business,Employee,127461,Los Angeles,California,USA,2025-12-20,46,Medium
C001611,10,Jordan Moore,Other,35,Affluent,Consultant,32784,Chennai,Tamil Nadu,India,2017-01-15,58,Low
C001612,1,Rahul Lee,Female,73,Mass Market,Student,29920,Seattle,Washington,USA,2025-08-27,89,Low
C001613,2,Neha Patel,Female,64,Business,Manager,83350,Seattle,Washington,USA,2021-11-16,8,High
C001614,2,Olivia Brown,Male,39,Affluent,Student,18000,San Francisco,California,USA,2024-07-20,95,Low
C001615,2,Daniel Johnson,Male,39,Mass Market,Business Owner,34799,Dallas,Texas,USA,2016-08-21,16,Medium
C001616,6,Riley Clark,Female,29,Premium,Engineer,72193,London,England,UK,2018-07-28,40,Low
C001617,4,Taylor Williams,Female,21,Mass Market,Other,159858,Seattle,Washington,USA,2017-02-03,16,Low
C001618,10,Riley Johnson,Male,57,Mass Market,Retired,18701,Bengaluru,Karnataka,India,2017-11-28,32,Low
C001619,3,Alex Gupta,Female,49,Mass Market,Consultant,18000,Dallas,Texas,USA,2020-02-10,91,Low
C001620,6,Chris Moore,Other,62,Premium,Manager,119705,Leeds,England,UK,2017-01-29,64,Low
C001621,7,Chris Singh,Male,56,Mass Market,Consultant,66570,Berlin,Berlin,Germany,2020-10-10,7,Medium
C001622,7,Vikram Davis,Other,57,Business,Student,22784,Munich,Bavaria,Germany,2023-08-23,66,Low
C001623,8,Riley Taylor,Female,70,Affluent,Consultant,27634,Mumbai,Maharashtra,India,2023-05-04,39,High
C001624,3,Arjun Moore,Other,58,Mass Market,Consultant,19500,Miami,Florida,USA,2025-11-18,54,Medium
C001625,6,Daniel Patel,Other,55,Business,Business Owner,315476,Birmingham,England,UK,2024-06-16,67,Low
C001626,9,Priya Sharma,Female,59,Premium,Other,157315,Chennai,Tamil Nadu,India,2023-08-21,13,Low
C001627,9,Sam Taylor,Other,68,Mass Market,Employee,87358,Delhi,Delhi,India,2019-08-16,62,Low
C001628,7,Avery Miller,Female,72,Affluent,Consultant,82321,Frankfurt,Hesse,Germany,2015-03-21,65,Low
C001629,7,Olivia Clark,Other,39,Affluent,Engineer,279267,Cologne,North Rhine-Westphalia,Germany,2021-09-01,79,High
C001630,9,Sam Patel,Other,62,Affluent,Business Owner,39944,Hyderabad,Telangana,India,2018-06-21,59,Low
C001631,7,Arjun Smith,Male,75,Business,Student,94614,Munich,Bavaria,Germany,2022-09-26,74,Low
C001632,10,Taylor Lee,Female,34,Premium,Retired,63507,Hyderabad,Telangana,India,2022-06-14,28,Medium
C001633,2,Avery Smith,Other,34,Affluent,Consultant,70614,Chicago,Illinois,USA,2016-11-24,33,Low
C001634,4,Neha Smith,Female,60,Premium,Consultant,39530,Dallas,Texas,USA,2019-06-17,7,Low
C001635,2,Sam Clark,Female,37,Mass Market,Healthcare,32701,Houston,Texas,USA,2022-09-26,89,Medium
C001636,1,Arjun Gupta,Female,64,Affluent,Retired,82034,San Francisco,California,USA,2024-08-08,28,High
C001637,5,Ananya Wilson,Male,75,Business,Business Owner,91565,Manchester,England,UK,2016-01-18,76,Low
C001638,3,Ananya Johnson,Male,57,Business,Engineer,72295,San Francisco,California,USA,2025-03-14,8,Low
C001639,5,Riley Gupta,Other,67,Business,Healthcare,104246,Leeds,England,UK,2019-02-03,14,Low
C001640,5,Taylor Smith,Other,68,Mass Market,Consultant,18000,Birmingham,England,UK,2020-08-01,72,Low
C001641,7,Sam Martin,Male,62,Mass Market,Retired,151268,Munich,Bavaria,Germany,2020-05-30,58,Low
C001642,10,Sam Smith,Female,61,Mass Market,Other,92030,Chennai,Tamil Nadu,India,2025-07-21,33,Low
C001643,9,Morgan Thomas,Male,68,Affluent,Retired,46435,Delhi,Delhi,India,2019-11-04,21,Low
C001644,4,Rahul Kumar,Male,40,Business,Other,125983,Los Angeles,California,USA,2017-03-23,37,Low
C001645,4,Sam Sharma,Male,70,Affluent,Consultant,62355,Houston,Texas,USA,2016-11-21,92,Medium
C001646,8,Riley Thomas,Male,25,Affluent,Student,117578,Bengaluru,Karnataka,India,2022-08-08,37,Low
C001647,2,Arjun Martin,Female,52,Premium,Other,18063,New York,New York,USA,2016-09-09,56,High
C001648,6,Emma Davis,Male,44,Affluent,Healthcare,129894,Leeds,England,UK,2020-02-24,40,Low
C001649,5,Rahul Wilson,Male,42,Premium,Consultant,46525,Leeds,England,UK,2022-02-15,54,Low
C001650,2,Olivia Sharma,Female,26,Business,Student,44918,Dallas,Texas,USA,2023-05-12,38,Medium
C001651,7,Sam Williams,Other,21,Business,Student,18842,Munich,Bavaria,Germany,2021-11-28,73,Medium
C001652,4,Riley Singh,Other,51,Affluent,Student,38241,New York,New York,USA,2019-11-22,44,Critical
C001653,2,Noah Moore,Female,57,Affluent,Business Owner,69980,Miami,Florida,USA,2022-10-05,33,High
C001654,7,Priya Martin,Female,72,Premium,Healthcare,92914,Frankfurt,Hesse,Germany,2019-10-30,42,High
C001655,2,Olivia Martin,Other,38,Business,Student,179846,Houston,Texas,USA,2018-10-08,56,Low
C001656,7,Jordan Gupta,Other,21,Premium,Employee,110340,Hamburg,Hamburg,Germany,2024-09-19,91,Low
C001657,2,Noah Lee,Female,70,Business,Retired,87221,Los Angeles,California,USA,2025-09-18,37,Low
C001658,5,Sam Lee,Male,33,Affluent,Other,64162,Liverpool,England,UK,2021-07-17,23,High
C001659,9,Priya Clark,Other,47,Affluent,Student,48256,Bengaluru,Karnataka,India,2022-08-30,11,High
C001660,3,Daniel Wilson,Male,66,Affluent,Manager,73276,Los Angeles,California,USA,2024-09-28,20,High
C001661,8,Neha Clark,Male,35,Business,Other,134018,Delhi,Delhi,India,2021-08-06,19,High
